IDNumber,data,AgeInMonths,Gender,ParentHighestEducation,Ethnicity,Region,QT1,QT2,QT4,QT5,QT6,QT7,QT10,QT11,QT12,QT13,QT14,QT15,QT17,QT18,QT19,QT20,QT21,QT23,QT25,QT26,QT27,QT28,QT30,QT31,QT32,QT33,QT34,QT35,QT37,QT39,QT41,QT43,QT45,QT46,QT47,QT48,QT49,QT50,QT51,QT54,QT55,QT56,QT57,QT60,QT62,QT65,QT66,QT67,QT68,QT69,QT71,QT72,QT73,QT74,QT75,QT76,QT77,QT78,QT79,QT81,QT83,QT85,QT86,QT87,QT89,QT91,QT92,QT93,QT94,QT95,QT96,QT97,QT98,QT100,QT101,QT103,QT105,QT106,QT107,QT108,age_range,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw
700264,Qual,9,Male,Some college or associate degree,Hispanic,midwest,2,2,1,2,3,2,1,1,3,3,2,2,2,3,2,3,1,1,2,1,1,2,2,1,1,3,2,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,3,1,2,2,1,3,3,2,2,1,2,1,1,2,1,2,1,1,1,2,2,2,03.5 to 10 mo,92,20,19,15,12,15,12,19,15
700265,Qual,7,Female,Some college or associate degree,Hispanic,south,1,2,1,1,1,2,2,1,3,2,1,3,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,4,1,1,1,1,3,2,2,1,1,1,1,1,1,2,1,1,3,1,1,1,1,2,1,2,1,1,1,1,2,4,1,3,1,3,3,1,1,1,1,3,2,1,1,2,1,03.5 to 10 mo,91,16,16,11,17,13,14,20,14
700266,Qual,8,Male,High school graduate (including GED),Hispanic,west,1,1,1,3,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,1,1,3,1,1,1,2,1,1,1,1,1,2,1,1,1,2,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,03.5 to 10 mo,78,14,11,18,13,16,10,10,11
700267,Qual,8,Male,Some college or associate degree,White,northeast,1,1,1,1,1,1,1,1,4,4,4,3,1,3,3,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,1,1,4,3,2,3,1,2,3,1,2,2,2,1,2,1,1,1,1,1,3,3,1,2,2,3,3,1,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,03.5 to 10 mo,105,16,21,12,16,21,15,20,10
700268,Qual,4,Male,Some college or associate degree,MultiRacial,south,2,2,2,2,2,2,1,1,2,2,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,1,1,1,1,1,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,3,2,3,1,2,1,1,1,2,1,1,2,1,2,03.5 to 10 mo,82,18,13,13,13,15,11,17,14
700269,Qual,4,Male,Did not complete high school (no diploma),White,south,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,03.5 to 10 mo,65,13,13,10,10,12,10,10,10
700270,Qual,5,Male,Some college or associate degree,Hispanic,northeast,1,1,3,2,3,2,2,1,1,1,1,1,2,4,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,3,1,1,2,1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,03.5 to 10 mo,81,17,15,13,14,15,11,13,12
700271,Qual,5,Male,Some college or associate degree,Other,midwest,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,3,1,1,1,1,2,03.5 to 10 mo,66,13,10,11,10,13,10,12,14
700272,Qual,8,Female,Some college or associate degree,White,midwest,2,3,2,2,3,2,2,1,2,2,2,2,2,4,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,2,3,1,2,1,1,2,1,2,2,1,1,2,2,2,2,2,3,2,2,1,1,1,1,1,1,2,1,1,3,1,2,2,2,2,3,3,2,3,3,3,3,3,2,2,2,3,3,03.5 to 10 mo,107,21,20,18,16,19,13,21,27
700273,Qual,4,Male,Some college or associate degree,Hispanic,west,1,2,1,3,3,1,1,1,4,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,3,1,1,2,2,2,1,1,1,1,03.5 to 10 mo,72,20,11,12,13,13,10,13,15
700274,Qual,5,Female,Some college or associate degree,Black,midwest,2,2,1,1,1,2,1,1,2,2,1,1,1,3,1,1,1,1,2,2,1,2,1,1,2,1,2,1,2,2,1,2,2,3,2,2,2,2,1,2,2,2,1,3,4,2,4,2,1,2,2,2,2,1,1,2,3,2,2,1,1,1,2,2,1,3,3,3,1,2,3,1,2,3,3,1,3,3,1,3,03.5 to 10 mo,108,15,14,15,19,23,18,19,23
700275,Qual,8,Female,Some college or associate degree,White,south,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,2,1,1,3,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,03.5 to 10 mo,70,10,10,10,13,17,10,10,13
700276,Qual,7,Male,Some college or associate degree,White,midwest,2,1,1,1,3,1,1,2,4,3,4,1,1,3,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,2,1,2,2,1,1,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,3,1,2,2,2,1,2,2,1,1,03.5 to 10 mo,80,19,15,14,13,15,11,12,17
700277,Qual,8,Female,Some college or associate degree,Black,south,1,1,1,2,3,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,4,1,1,1,1,1,1,2,2,1,1,4,1,2,1,4,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,03.5 to 10 mo,86,15,11,14,15,19,13,14,11
700278,Qual,9,Male,High school graduate (including GED),White,south,1,1,2,2,1,1,3,4,4,4,2,3,2,4,1,3,3,2,4,3,2,3,3,1,3,4,2,2,2,4,1,2,3,2,1,1,1,2,1,1,2,1,2,1,1,2,1,2,3,1,2,2,1,1,1,3,2,1,4,2,3,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,4,3,3,2,03.5 to 10 mo,123,23,27,26,15,16,19,20,24
700279,Qual,9,Male,Some college or associate degree,MultiRacial,midwest,3,3,3,3,1,1,4,4,4,4,2,1,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,1,2,2,3,2,1,1,2,4,1,2,2,2,1,1,1,2,4,2,2,1,1,2,1,1,1,1,1,2,2,2,2,1,4,2,3,2,4,1,1,1,3,3,2,2,2,2,2,4,3,3,03.5 to 10 mo,121,30,28,20,20,18,14,21,26
700280,Qual,4,Male,Some college or associate degree,White,south,1,3,1,1,2,2,2,1,4,4,2,1,2,3,1,2,2,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,4,1,1,1,1,1,2,1,2,1,2,2,1,1,1,3,1,1,2,2,1,1,2,2,2,2,1,1,1,1,2,1,2,3,1,4,1,2,2,1,1,2,1,1,1,1,1,03.5 to 10 mo,92,21,18,11,15,15,16,17,13
700281,Qual,4,Female,High school graduate (including GED),Hispanic,west,3,3,1,1,2,1,1,1,3,3,4,1,2,4,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,4,1,1,2,4,1,1,1,2,1,1,1,4,1,2,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,1,1,1,1,1,2,4,1,2,3,1,2,03.5 to 10 mo,93,19,18,16,15,20,10,14,18
700282,Qual,4,Male,High school graduate (including GED),White,northeast,1,2,2,3,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,03.5 to 10 mo,61,21,10,10,11,10,10,10,10
700283,Qual,5,Male,Did not complete high school (no diploma),Hispanic,west,3,4,4,3,3,2,2,1,4,3,1,2,1,3,2,2,1,2,1,2,1,4,1,3,2,2,1,4,2,2,3,1,2,4,2,2,2,2,1,2,3,3,2,2,3,2,1,2,2,4,1,1,3,1,1,1,2,2,2,1,1,2,1,1,1,1,2,1,1,2,1,1,2,2,2,1,1,2,2,2,03.5 to 10 mo,112,29,17,22,21,24,15,13,16
700285,Qual,5,Female,Some college or associate degree,White,south,1,2,1,2,3,1,1,2,3,3,1,1,2,2,1,2,1,1,2,2,1,1,1,1,2,2,1,1,1,2,1,1,3,3,2,1,1,1,1,1,2,2,1,1,1,1,1,1,3,1,2,2,1,1,1,1,2,1,1,2,1,1,1,2,1,2,3,1,2,1,1,1,2,1,1,1,2,2,1,2,03.5 to 10 mo,86,19,15,13,15,14,14,15,14
700287,Qual,6,Male,High school graduate (including GED),Hispanic,south,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,2,4,1,2,1,1,3,2,1,1,1,2,1,1,2,2,2,1,1,2,1,1,2,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,03.5 to 10 mo,86,13,16,15,14,15,12,14,10
700288,Qual,5,Male,Some college or associate degree,Black,south,1,1,1,1,1,1,1,1,4,4,2,2,2,4,1,2,1,1,1,2,1,1,1,3,1,3,1,1,2,3,1,1,3,2,1,1,1,4,2,1,2,2,1,2,1,2,3,3,4,1,1,1,3,1,1,2,2,1,2,1,1,4,1,1,1,1,3,2,2,1,2,1,1,1,2,1,1,2,1,2,03.5 to 10 mo,105,16,18,17,17,21,15,17,14
700289,Qual,9,Male,Some college or associate degree,White,midwest,3,2,2,2,2,2,2,2,3,3,1,1,1,1,1,2,1,1,1,2,1,2,2,2,1,1,1,2,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,3,2,1,2,1,1,2,03.5 to 10 mo,78,23,12,14,13,12,15,12,15
700290,Qual,6,Female,High school graduate (including GED),White,west,3,1,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,3,4,2,1,1,1,1,1,1,2,1,1,1,2,3,2,4,3,3,4,3,3,3,3,3,4,3,2,3,2,1,2,2,1,2,1,1,4,3,2,2,3,1,4,3,3,3,3,3,4,3,2,03.5 to 10 mo,132,24,20,25,12,28,26,21,29
700291,Qual,4,Female,Some college or associate degree,MultiRacial,south,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,03.5 to 10 mo,61,13,10,10,10,11,10,10,10
700292,Qual,4,Female,Some college or associate degree,Hispanic,south,1,1,2,2,3,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,2,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,03.5 to 10 mo,79,16,11,15,13,13,10,17,11
700293,Qual,9,Male,Some college or associate degree,MultiRacial,northeast,1,2,2,2,3,2,1,1,2,2,2,2,1,3,2,1,1,1,2,3,2,1,2,3,1,1,1,1,2,2,2,1,2,2,2,2,1,2,1,1,2,2,1,2,2,3,1,2,2,1,1,1,3,1,1,2,1,1,1,1,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,1,1,1,1,2,03.5 to 10 mo,96,18,18,16,16,18,13,15,15
700294,Qual,7,Male,High school graduate (including GED),Hispanic,northeast,3,2,1,1,3,1,2,1,4,3,2,1,2,4,1,2,1,1,1,2,2,3,2,3,1,1,1,1,2,2,1,1,2,2,1,1,1,2,2,1,1,4,1,2,1,3,2,4,3,1,1,2,1,3,1,4,3,2,2,3,1,2,4,1,2,2,1,1,1,2,2,1,2,1,1,1,2,2,1,3,03.5 to 10 mo,110,21,17,18,14,22,22,17,16
700295,Qual,7,Female,High school graduate (including GED),Black,northeast,1,1,1,1,1,1,1,1,4,4,1,2,2,4,4,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,1,2,1,1,1,4,1,1,2,2,2,4,4,3,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,03.5 to 10 mo,95,16,19,12,17,25,10,12,10
700296,Qual,6,Female,High school graduate (including GED),Black,south,1,3,1,1,3,1,1,1,2,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,3,2,1,1,1,3,1,1,1,4,1,1,2,3,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,03.5 to 10 mo,83,15,13,15,16,12,13,14,12
700297,Qual,4,Male,Some college or associate degree,MultiRacial,west,1,1,1,2,3,1,2,2,4,4,4,4,2,4,3,3,3,1,2,4,3,1,2,3,1,3,2,1,4,3,1,1,2,4,1,1,1,1,1,2,2,4,1,1,1,3,2,2,3,1,1,1,1,1,1,1,2,3,3,1,2,2,3,2,1,1,1,3,3,1,1,1,1,1,2,1,2,1,1,2,03.5 to 10 mo,122,21,30,23,15,20,15,19,13
700298,Qual,7,Male,Some college or associate degree,Asian,midwest,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,03.5 to 10 mo,64,10,10,10,10,12,11,11,10
700616,Qual,23,Female,High school graduate (including GED),MultiRacial,midwest,1,1,3,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,4,2,1,3,4,3,4,4,1,3,1,2,1,2,4,2,1,2,1,3,1,1,4,1,1,1,2,2,2,3,4,3,1,4,4,4,3,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,3,4,1,2,3,11 to 31.5 mo,122,14,17,26,19,21,29,10,26
700617,Qual,20,Female,Some college or associate degree,MultiRacial,midwest,2,2,3,2,1,3,3,2,2,2,3,3,2,4,1,2,2,1,1,2,2,2,2,1,2,2,2,2,3,3,2,1,3,3,2,1,1,2,2,1,2,3,2,1,3,1,2,4,2,1,1,2,1,1,2,2,3,1,3,2,3,2,3,3,2,2,2,3,2,2,1,1,1,2,3,1,2,1,2,2,11 to 31.5 mo,123,22,21,21,18,21,18,24,16
700618,Qual,16,Male,High school graduate (including GED),Black,south,1,1,1,2,2,1,1,1,4,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,4,2,1,1,1,1,1,2,4,1,2,4,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,11 to 31.5 mo,79,18,11,10,16,18,11,13,13
700619,Qual,17,Female,Some college or associate degree,MultiRacial,midwest,1,2,2,1,1,1,2,2,3,3,1,2,2,4,2,2,2,2,2,2,1,2,2,1,2,3,2,2,2,3,4,2,2,3,2,1,2,2,1,2,2,2,2,2,3,3,2,3,2,2,2,2,1,2,1,2,1,2,2,2,1,2,2,2,1,2,3,4,4,2,2,2,2,3,2,1,2,3,2,4,11 to 31.5 mo,125,18,21,20,21,23,17,23,23
700620,Qual,13,Female,High school graduate (including GED),White,west,3,3,1,1,1,1,1,1,2,2,1,1,1,3,1,2,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,1,1,1,2,1,2,2,2,1,2,1,1,2,11 to 31.5 mo,76,16,13,15,12,12,10,14,16
700621,Qual,17,Female,High school graduate (including GED),MultiRacial,south,2,1,1,1,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,11 to 31.5 mo,67,14,11,11,11,13,10,11,11
700622,Qual,13,Male,Some college or associate degree,White,midwest,3,2,2,2,2,2,2,2,4,4,2,2,1,2,1,2,1,1,2,2,1,3,3,2,1,1,1,1,2,3,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,11 to 31.5 mo,79,25,16,18,12,11,10,12,11
700623,Qual,21,Male,Some college or associate degree,White,south,1,1,1,2,2,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,11 to 31.5 mo,73,14,12,13,11,15,11,11,11
700624,Qual,30,Female,Some college or associate degree,Other,west,4,4,3,3,3,3,2,2,3,2,1,2,2,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,2,1,1,2,2,2,1,2,1,2,1,2,1,1,2,2,1,2,1,1,1,2,2,1,1,1,1,2,1,3,2,1,4,2,2,2,1,1,1,2,1,2,1,2,3,2,2,2,1,2,2,11 to 31.5 mo,90,29,14,14,15,14,16,17,19
700625,Qual,19,Female,High school graduate (including GED),White,midwest,1,2,1,1,1,1,1,1,3,3,2,1,1,3,1,2,1,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11 to 31.5 mo,72,15,14,14,12,11,10,11,10
700626,Qual,14,Male,Some college or associate degree,White,northeast,2,2,1,2,2,1,2,2,3,3,3,3,1,4,4,4,2,2,2,4,4,2,1,2,3,3,3,1,4,2,4,4,2,4,2,1,3,2,4,1,3,3,1,1,2,2,2,2,2,1,4,2,1,1,1,1,1,1,2,1,2,4,2,2,2,4,3,4,3,4,3,3,4,3,3,3,2,3,4,4,11 to 31.5 mo,145,20,29,25,27,19,15,30,32
700627,Qual,19,Male,Some college or associate degree,White,south,4,1,2,2,1,2,1,2,2,2,1,1,1,3,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,11 to 31.5 mo,72,19,12,12,11,13,12,12,13
700628,Qual,20,Male,High school graduate (including GED),White,south,3,1,1,1,1,1,1,3,4,4,1,1,2,3,1,2,1,1,1,1,1,2,1,1,3,4,1,1,1,2,1,1,2,4,1,1,1,1,1,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,2,2,1,1,2,1,2,3,1,1,1,1,1,11 to 31.5 mo,85,20,14,17,14,14,12,14,14
700629,Qual,22,Female,Some college or associate degree,Black,northeast,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,3,2,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,1,1,11 to 31.5 mo,82,11,16,12,10,15,17,12,15
700630,Qual,11,Female,Some college or associate degree,MultiRacial,south,1,1,1,1,1,1,1,1,3,3,2,1,1,3,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,3,1,4,1,1,1,4,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,11 to 31.5 mo,80,14,13,13,20,13,10,11,11
700631,Qual,10,Male,High school graduate (including GED),Black,west,2,2,1,3,2,3,1,2,1,3,2,4,2,2,2,2,2,1,2,4,2,2,2,4,2,2,2,2,2,2,1,3,4,2,1,2,1,2,1,2,1,4,2,2,2,2,1,1,1,1,2,1,1,1,1,3,3,2,1,2,1,2,4,2,2,2,2,1,2,3,2,1,2,1,2,1,1,2,1,2,03.5 to 10 mo,119,20,23,22,19,17,17,21,15
700632,Qual,15,Male,High school graduate (including GED),White,west,2,1,2,2,3,2,2,2,2,2,2,2,2,3,2,2,1,1,2,3,1,2,2,1,1,2,1,1,2,3,1,2,2,2,2,3,1,1,1,2,2,4,1,2,2,2,1,1,2,1,1,2,2,1,1,1,2,2,2,1,1,3,1,2,2,1,2,2,2,1,3,1,2,2,3,3,2,3,2,2,11 to 31.5 mo,103,20,20,16,17,18,15,17,23
700633,Qual,22,Male,Some college or associate degree,Black,midwest,1,1,1,1,1,1,1,2,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,11 to 31.5 mo,73,13,12,13,12,14,11,11,13
700634,Qual,24,Female,High school graduate (including GED),Black,south,1,1,1,1,1,1,2,1,2,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,2,3,2,3,3,2,2,2,2,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,11 to 31.5 mo,83,13,13,11,10,13,22,14,11
700635,Qual,23,Male,Some college or associate degree,White,midwest,2,2,2,2,2,1,2,1,3,3,1,2,1,1,1,1,1,1,1,3,1,2,1,2,2,2,1,1,2,3,2,1,1,3,1,2,2,2,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,4,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,11 to 31.5 mo,86,20,13,17,16,14,11,15,12
700636,Qual,15,Female,High school graduate (including GED),White,south,2,3,1,2,3,1,1,2,3,3,2,1,3,3,3,2,3,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,3,1,1,2,2,2,2,1,2,1,2,1,2,2,2,2,1,1,1,1,2,2,11 to 31.5 mo,86,21,21,13,11,12,13,16,16
700637,Qual,18,Female,High school graduate (including GED),Hispanic,northeast,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,11 to 31.5 mo,67,11,11,10,12,12,11,11,13
700638,Qual,10,Female,High school graduate (including GED),White,south,1,1,1,1,2,1,1,1,2,2,1,2,2,4,1,2,2,1,2,3,1,1,2,4,1,2,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,3,4,1,1,1,2,1,1,2,3,1,1,3,2,3,1,1,1,1,03.5 to 10 mo,94,13,20,17,13,16,11,17,17
700640,Qual,20,Male,High school graduate (including GED),White,northeast,1,1,2,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,11 to 31.5 mo,73,13,13,12,12,10,12,14,10
700641,Qual,25,Female,High school graduate (including GED),White,south,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,3,3,3,2,3,1,2,1,1,1,1,1,1,1,3,1,1,2,1,3,1,2,2,1,2,1,1,1,4,3,3,4,1,1,1,2,11 to 31.5 mo,84,12,10,14,12,19,13,16,21
700642,Qual,15,Female,Some college or associate degree,White,midwest,1,4,1,1,2,1,1,2,4,4,3,1,1,3,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,4,2,1,1,1,1,1,1,4,1,1,2,1,1,1,1,2,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,4,1,1,3,2,4,1,3,3,1,11 to 31.5 mo,89,21,15,15,14,19,10,16,23
700643,Qual,23,Female,Some college or associate degree,Hispanic,south,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11 to 31.5 mo,67,10,11,11,10,14,10,11,10
700644,Qual,18,Female,High school graduate (including GED),White,northeast,2,3,2,2,3,2,2,2,2,2,1,2,2,2,1,2,2,1,1,3,2,2,2,1,1,1,1,1,2,2,1,1,3,3,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,2,2,1,2,2,1,2,1,1,2,1,1,1,2,2,1,2,1,3,2,2,2,2,2,3,2,1,2,2,2,11 to 31.5 mo,91,22,17,15,14,13,16,16,20
700645,Qual,20,Female,Some college or associate degree,Hispanic,midwest,2,3,1,1,3,1,1,2,2,2,2,2,2,3,2,2,1,1,1,1,1,2,2,1,2,3,1,1,1,2,2,1,1,2,1,2,1,1,1,2,2,1,2,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,2,1,2,1,1,2,1,1,2,2,2,1,2,1,1,2,2,2,1,2,1,2,11 to 31.5 mo,89,18,17,16,14,13,14,15,16
