CollectorNm,RespondentID,CollectorID,StartDate,EndDate,IPAddress,EmailAddress,FirstName,LastName,CustomData1,IDNumber,Month,Day,Year,DOBMonth,DOBDay,DOBYear,Age,Gender,Grade,ZipCode,Hispanic,AmericanIndAlaskanNat,Asian,Black,NativeHawPacIsl,White,Other,OtherSpecified,q0010,q0010_other,q0011,ParentHighestEducation,q0013,q0014,q0015,q0016,q0017,q0018,q0019,q0020,q0021,q0022,q0023,q0024,q0025,q0026,q0027,q0028,q0029,q0030,q0031,q0032,q0033,q0034,q0035,q0036,q0037,q0038,q0039,q0040,q0041,q0042,q0043,q0044,q0045,q0046,q0047,q0048,q0049,q0050,q0051,q0052,q0053,q0054,q0055,q0056,q0057,q0058,q0059,q0060,q0061,q0062,q0063,q0064,q0065,q0066,q0067,q0068,q0069,q0070,q0071,q0072,q0073,q0074,q0075,q0076,q0077,q0078,q0079,q0080,q0081,q0082,q0083,q0084,q0085,q0086,q0087,q0088,q0089,q0090,q0091,q0092,q0093,q0094,q0095,q0096,q0097,q0098,q0099,q0100,q0101,q0102,q0103,q0104,q0105,q0106,q0107,q0108,q0109,q0110,q0111,q0112,q0113,q0114,q0115,q0116,q0117,q0118,q0119,q0120,q0121,q0122,q0123,q0124,q0125,q0126,q0127,q0128,q0129,q0130,q0131,q0132,q0133,q0134,q0135,q0136,q0137,Zip,Region,P_RateDt,P_DOB,P_Age,AgeGroup,Count,Ethnicity,count_total
Web Link 1,5340357010,95276301,04/26/2017 01:02:47,04/26/2017 01:16:08,107.77.199.79, , , , ,141098,04,26,2017,07,09,1999,17,Female,12,76708,No, , , , ,White, , ,No, ,Yes,Bachelor's degree or higher,3,Frequently,Frequently,Frequently,Always,Frequently,Occasionally,Never,Frequently,Occasionally,Never,Occasionally,Never,Frequently,Frequently,Frequently,Never,Occasionally,Occasionally,Frequently,Frequently,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Always,Always,Frequently,Occasionally,Never,Always,Always,Always,Never,Always,Occasionally,Frequently,Always,Always,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Always,Never,Never,Always,Occasionally,Never,Occasionally,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Occasionally,Occasionally,Always,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Always,Frequently,Occasionally,Occasionally,Frequently,Occasionally,Never,Occasionally,Frequently,Occasionally,Always,Occasionally,Always,Frequently,Never,Occasionally,Frequently,Occasionally,Full License,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Never,Frequently,Never,76708,south,4/26/2017,7/9/1999,17.7987679671458,16.00 to 17.99 years,1,White,1
Web Link 1,5340403743,95276301,04/26/2017 01:41:45,04/26/2017 01:49:41,67.242.172.34, , , , ,158036,04,26,2017,05,09,2001,15,Male,10,14522,No, , , , ,White, , ,No, ,No,Bachelor's degree or higher,1,Always,Always,Always,Always,Occasionally,Never,Never,Always,Never,Never,Never,Never,Always,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Never,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Frequently, , , , , , , , , , , , , , , , , , , ,14522,northeast,4/26/2017,5/9/2001,15.9644079397673,14.00 to 15.99 years,1,White,1
Web Link 1,5340438211,95276301,04/26/2017 02:13:20,04/26/2017 02:28:37,47.187.138.39, , , , ,141059,04,26,2017,03,22,2002,15,Male,9,75077,No, , , , ,White, , ,No, ,No,Bachelor's degree or higher,2,Always,Always,Always,Always,Frequently,Never,Never,Frequently,Never,Occasionally,Occasionally,Never,Always,Occasionally,Never,Never,Frequently,Frequently,Occasionally,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Always,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Never,Occasionally,Frequently,Frequently,Always,Frequently,Always,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Frequently,Always,Frequently,Never,Never,Never,Never,Never,Always,Occasionally,Never,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Frequently,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Frequently,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally, , , , , , , , , , , , , , , , , , , ,75077,south,4/26/2017,3/22/2002,15.0965092402464,14.00 to 15.99 years,1,White,1
Web Link 1,5340593523,95276301,04/26/2017 05:28:32,04/26/2017 06:32:52,173.173.46.126, , , , ,141047,04,26,2017,10,04,1999,17,Female,11,76708,No, , ,Black/African American, ,White, , ,No, ,Yes,Bachelor's degree or higher,2,Frequently,Always,Frequently,Always,Occasionally,Never,Never,Frequently,Never,Never,Occasionally,Frequently,Frequently,Never,Occasionally,Never,Occasionally,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Frequently,Occasionally,Never,Occasionally,Never,Always,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Frequently,Restricted License,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,76708,south,4/26/2017,10/4/1999,17.5605749486653,16.00 to 17.99 years,2,MultiRacial,1
Web Link 1,5340673059,95276301,04/26/2017 07:32:27,04/26/2017 07:44:34,66.90.197.249, , , , ,141040,04,26,2017,05,31,2000,16,Male,10,76708,No, , , , ,White, , ,No, ,Yes,Bachelor's degree or higher,2,Always,Always,Always,Always,Occasionally,Occasionally,Never,Frequently,Occasionally,Frequently,Occasionally,Occasionally,Always,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Occasionally,Occasionally,Never,Never,Never,Frequently,Never,Occasionally,Occasionally,Never,Frequently,Occasionally,Frequently,Never,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Always,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Restricted License,Occasionally,Occasionally,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Never,Occasionally,Occasionally,76708,south,4/26/2017,5/31/2000,16.9034907597536,16.00 to 17.99 years,1,White,1
Web Link 1,5341023061,95276301,04/27/2017 05:25:27,04/27/2017 05:46:46,72.178.139.98, , , , ,141043,04,27,2019,02,21,2003,14,Female,7,76710,Yes, , , , ,White, , ,No, ,No,Bachelor's degree or higher,2,Always,Frequently,Always,Frequently,Occasionally,Frequently,Never,Always,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Never,Never,Occasionally,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Always,Always,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Never,Occasionally,Frequently,Occasionally,Occasionally,Never,Always,Frequently,Never,Never,Frequently,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally, , , , , , , , , , , , , , , , , , , ,76710,south,4/27/2019,2/21/2003,16.1779603011636,16.00 to 17.99 years,1,Hispanic,1
Web Link 1,5341817317,95276301,04/27/2017 02:28:19,04/27/2017 02:50:13,173.173.45.237, , , , ,141053,04,27,2017,05,13,2002,14,Male,9,76708,No,American Indian/Alaska Native, , , ,White, , ,No, ,No,Did not complete high school (no diploma),2,Always,Always,Always,Always,Occasionally,Never,Never,Always,Occasionally,Never,Never,Never,Always,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Frequently,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Frequently,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never, , , , , , , , , , , , , , , , , , , ,76708,south,4/27/2017,5/13/2002,14.9568788501027,14.00 to 15.99 years,2,MultiRacial,1
Web Link 1,5341881268,95276301,04/27/2017 02:56:49,04/27/2017 03:12:22,47.199.58.24, , , , ,141088,04,27,2017,08,12,2002,14,Female,8,34655,No, ,Asian, , , , , ,No, ,No,Bachelor's degree or higher,4 or more,Occasionally,Always,Always,Always,Frequently,Never,Never,Occasionally,Occasionally,Never,Never,Never,Always,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Always,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Frequently,Never,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally, , , , , , , , , , , , , , , , , , , ,34655,south,4/27/2017,8/12/2002,14.7077344284736,14.00 to 15.99 years,1,Asian,1
Web Link 1,5341920994,95276301,04/27/2017 03:13:35,04/27/2017 03:25:27,47.199.58.24, , , , ,141089,04,27,2017,11,30,2004,12,Male,6,34655,No, ,Asian, , , , , ,No, ,No,Bachelor's degree or higher,4 or more,Frequently,Frequently,Occasionally,Frequently,Frequently,Never,Occasionally,Occasionally,Never,Always,Never,Occasionally,Never,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Frequently,Never,Frequently,Occasionally,Never,Never,Never,Frequently,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Occasionally,Never,Never,Occasionally,Never,Occasionally,Never,Occasionally,Never,Never,Occasionally,Never,Never,Occasionally, , , , , , , , , , , , , , , , , , , ,34655,south,4/27/2017,11/30/2004,12.4052019164956,12.00 to 13.99,1,Asian,1
Web Link 1,5342281263,95276301,04/27/2017 07:38:55,04/27/2017 07:59:46,107.77.199.49, , , , ,141038,04,27,2017,11,01,2004,12,Male,6,76708,Yes, , , , ,White, , ,No, ,No,Some college or associate degree,2,Always,Frequently,Always,Always,Occasionally,Never,Never,Occasionally,Occasionally,Never,Never,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Frequently,Occasionally,Frequently,Frequently,Occasionally,Occasionally,Frequently,Frequently,Never,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Frequently,Occasionally,Never,Never,Occasionally,Never,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Occasionally,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Never,Never,Always,Occasionally,Occasionally, , , , , , , , , , , , , , , , , , , ,76708,south,4/27/2017,11/1/2004,12.4845995893224,12.00 to 13.99,1,Hispanic,1
Web Link 1,5343650714,95276301,04/28/2017 05:37:01,04/28/2017 05:49:08,67.198.86.212, , , , ,141124,04,28,2017,09,14,2004,12,Male,6,76710,No, , , , ,White, , ,No, ,No,Bachelor's degree or higher,3,Frequently,Frequently,Always,Occasionally,Frequently,Always,Never,Occasionally,Frequently,Occasionally,Occasionally,Frequently,Never,Frequently,Occasionally,Never,Occasionally,Frequently,Never,Occasionally,Never,Occasionally,Frequently,Frequently,Never,Occasionally,Always,Occasionally,Occasionally,Always,Never,Frequently,Never,Frequently,Never,Occasionally,Frequently,Frequently,Always,Occasionally,Occasionally,Always,Frequently,Always,Always,Always,Always,Occasionally,Never,Frequently,Occasionally,Always,Frequently,Always,Occasionally,Never,Frequently,Never,Never,Occasionally,Never,Occasionally,Frequently,Always,Frequently,Occasionally,Never,Occasionally,Never,Never,Occasionally,Never,Never,Always,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Never,Frequently,Never,Frequently,Occasionally,Always,Never,Never,Occasionally,Never,Occasionally,Never,Occasionally,Frequently,Never,Frequently,Occasionally,Frequently,Always,Occasionally,Always, , , , , , , , , , , , , , , , , , , ,76710,south,4/28/2017,9/14/2004,12.6187542778919,12.00 to 13.99,1,White,1
Web Link 1,5343661653,95276301,04/28/2017 05:54:03,04/28/2017 06:02:54,67.198.86.212, , , , ,141125,04,28,2017,10,17,2002,14,Male,8,76710,No, , , , ,White, , ,Yes,"Obsesive-Compulsive Disorder, Anxiety, ADHD, intrusive thoughts",No,Some college or associate degree,3,Occasionally,Frequently,Frequently,Occasionally,Never,Always,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Always,Always,Never,Occasionally,Never,Occasionally,Frequently,Occasionally,Never,Never,Occasionally,Frequently,Never,Never,Never,Occasionally,Occasionally,Always,Occasionally,Occasionally,Frequently,Never,Always,Always,Never,Occasionally,Occasionally,Always,Always,Occasionally,Frequently,Frequently,Always,Occasionally,Always,Always,Never,Always,Never,Occasionally,Frequently,Frequently,Always,Never,Frequently,Occasionally,Never,Always,Never,Never,Never,Always,Frequently,Always,Frequently,Frequently,Occasionally,Frequently,Always,Never,Frequently,Always,Occasionally,Occasionally,Never,Always,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Always,Never,Occasionally,Occasionally,Never,Never,Never,Occasionally,Frequently,Always,Occasionally,Never,Never,Never,Occasionally,Never,Frequently, , , , , , , , , , , , , , , , , , , ,76710,south,4/28/2017,10/17/2002,14.5297741273101,14.00 to 15.99 years,1,White,1
Web Link 1,5343738283,95276301,04/28/2017 08:07:32,04/28/2017 08:21:05,67.198.86.212, , , , ,141126,04,28,2017,06,19,2000,16,Female,10,76710,No, , , , ,White, , ,No, ,Yes,Some college or associate degree,3,Frequently,Always,Always,Always,Frequently,Frequently,Never,Frequently,Occasionally,Occasionally,Never,Never,Always,Frequently,Frequently,Never,Always,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Always,Never,Frequently,Never,Never,Never,Always,Never,Occasionally,Never,Occasionally,Always,Always,Never,Frequently,Never,Always,Never,Occasionally,Never,Never,Never,Never,Never,Never,Always,Always,Never,Never,Always,Occasionally,Always,Always,Never,Never,Never,Occasionally,Frequently,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Frequently,Always,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Frequently,Never,Never,Never,Occasionally,Never,Never,Never,Frequently,Always,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Restricted License,Never,Never,Never,Never,Never,Frequently,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Frequently,Never,76710,south,4/28/2017,6/19/2000,16.8569472963723,16.00 to 17.99 years,1,White,1
Web Link 1,5344338618,95276301,04/29/2017 03:55:04,04/29/2017 04:14:13,70.195.210.174, , , , ,141128,04,29,2017,09,20,2000,16,Male,10,76689,No, , , , ,White, , ,No, ,Yes,Bachelor's degree or higher,2,Frequently,Frequently,Always,Always,Occasionally,Occasionally,Never,Always,Occasionally,Never,Never,Occasionally,Frequently,Occasionally,Never,Never,Occasionally,Frequently,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Always,Never,Never,Occasionally,Never,Never,Frequently,Occasionally,Frequently,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Full License,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,76689,south,4/29/2017,9/20/2000,16.6050650239562,16.00 to 17.99 years,1,White,1
Web Link 1,5344779847,95276301,04/30/2017 10:01:36,04/30/2017 11:06:09,66.66.137.220, , , , ,158041,04,30,2017,02,10,2005,12,Male,6,14522,No,American Indian/Alaska Native, ,Black/African American, ,White, , ,No, ,No,Bachelor's degree or higher,1,Always,Frequently,Always,Frequently,Always,Never,Never,Occasionally,Never,Never,Occasionally,Never,Frequently,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Frequently,Occasionally,Never,Never,Never,Occasionally,Frequently,Frequently,Frequently,Occasionally,Always,Never,Occasionally,Never,Never,Occasionally,Never,Occasionally,Occasionally,Never,Never,Occasionally,Frequently,Frequently,Occasionally,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Occasionally,Always,Occasionally,Frequently,Never,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Occasionally,Frequently,Never,Never,Occasionally,Never,Occasionally,Occasionally,Never,Frequently, , , , , , , , , , , , , , , , , , , ,14522,northeast,4/30/2017,2/10/2005,12.2162902121834,12.00 to 13.99,3,MultiRacial,1
Web Link 1,5344801364,95276301,04/30/2017 10:50:55,04/30/2017 10:55:28,66.66.138.73, , , , ,158033,04,30,2017,05,11,1999,17,Female,12,14522,No, , , , ,White, , ,No, ,Yes,Bachelor's degree or higher,1,Always,Frequently,Always,Always,Occasionally,Never,Never,Never,Never,Never,Never,Never,Always,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Restricted License,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,14522,northeast,4/30/2017,5/11/1999,17.9712525667351,16.00 to 17.99 years,1,White,1
